"Well_Number","Well_Status","NR_Area","NR_Subarea","Location","Location_Long","Latitude","Longitude","Aquifer_ID","Aquifer_Subtype","Aquifer_Type","Hydraulic_Connectivity","Report","Start_Year","End_Year","N_Years","Start_WaterYear","End_WaterYear","N_WaterYears","Start_Year_Monthly","End_Year_Monthly","N_Years_Monthly","Start_WaterYear_Monthly","End_WaterYear_Monthly","N_WaterYears_Monthly","Start_Year_Continuous","End_Year_Continuous","N_Years_Continuous","Start_WaterYear_Continuous","End_WaterYear_Continuous","N_WaterYears_Continuous"
"OW209","Inactive",NA,NA,NA,NA,420015.5896,1170183.9636,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OW234","Inactive",NA,NA,NA,NA,416015.5015,1172549.1435,197,"4b","Confined sand and gravel","Not Likely",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OW222","Inactive",NA,NA,NA,NA,561043.2552,1471882.1054,464,"4b","Confined sand and gravel","Not Likely",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OW226","Inactive",NA,NA,NA,NA,410596.7122,1188463.3558,608,"6b","Crystalline bedrock","Not Likely",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OW245","Inactive",NA,NA,NA,NA,404938.2506,1187347.2176,608,"6b","Crystalline bedrock","Not Likely",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OW210","Inactive",NA,NA,NA,NA,419895.0611,1170268.9335,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OW211","Active","West Coast Region","Cowichan Valley Regional District","Duncan","Duncan (Marine Harvest Canada Boys Rd.)",419913.8179,1170400.9182,186,"1b","Unconfined sand and gravel","Likely",TRUE,1976,2022,47,1977,2022,45,1976,2002,27,1977,2003,27,2003,2022,20,2003,2022,19
"OW257","Inactive",NA,NA,NA,NA,431905.2795,1168760.7183,172,"1b","Unconfined sand and gravel","Likely",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OW221","Inactive",NA,NA,NA,NA,508831.2703,1397118.8577,259,"1a","Unconfined sand and gravel","Likely",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OW338","Active","West Coast Region","Capital Regional District","Central Saanich","Central Saanich (Seabrook Rd.)",398643.1932,1190916.2983,608,"6b","Crystalline bedrock","Not Likely",TRUE,1998,2021,24,1999,2022,24,1998,2003,6,1999,2003,5,2003,2021,19,2003,2022,20
"OW246","Inactive",NA,NA,NA,NA,405386.8187,1186908.4999,608,"6b","Crystalline bedrock","Not Likely",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OW239","Inactive",NA,NA,NA,NA,405384.1243,1186957.3614,608,"6b","Crystalline bedrock","Not Likely",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OW203","Active","South Natural Resource Area","Similkameen","Cawston","Cawston (Barcello Rd.)",482242.7283,1456620.4641,259,"1a","Unconfined sand and gravel","Likely",TRUE,1977,2022,46,1977,2022,46,1977,2003,27,1977,2004,28,2003,2022,20,2004,2022,19
"OW218","Inactive",NA,NA,NA,NA,474181.2175,1553330.356,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OW204","Active","West Coast Region","Cowichan Valley Regional District","Duncan","Duncan (Duncan Rv Park North Boys Rd.)",419911.9416,1169799.1343,186,"1b","Unconfined sand and gravel","Likely",TRUE,1977,2022,45,1977,2022,45,1977,2003,26,1977,2003,26,2003,2022,20,2003,2022,20
"OW205","Inactive",NA,NA,NA,NA,419881.9804,1169800.1109,186,"1b","Unconfined sand and gravel","Likely",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OW206","Inactive",NA,NA,NA,NA,419885.8782,1170191.8845,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OW207","Inactive",NA,NA,NA,NA,419909.2534,1170193.3308,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OW208","Inactive",NA,NA,NA,NA,420001.8972,1169798.4121,186,"1b","Unconfined sand and gravel","Likely",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OW197","Active","West Coast Region","Regional District of Nanaimo","Gabriola Island","Gabriola Island (North Road)",462580.2646,1163159.0495,709,"5a","Sedimentary","Not Likely",TRUE,1973,2022,48,1973,2022,48,1973,2003,31,1973,2003,31,2003,2022,18,2003,2022,18
"OW241","Inactive",NA,NA,NA,NA,406813.6931,1187516.337,608,"6b","Crystalline bedrock","Not Likely",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OW242","Inactive",NA,NA,NA,NA,406819.2397,1187516.1378,608,"6b","Crystalline bedrock","Not Likely",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OW224","Inactive",NA,NA,NA,NA,1134286.9486,1321374.6463,640,"4a","Unconfined sand and gravel","Likely",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OW310","Active","West Coast Region","Regional District of Nanaimo","Bowser","Bowser (Deep Bay North At Gainsburg Rd.)",493334.2072,1093151.283,416,"4b","Confined sand and gravel","Not Likely",TRUE,1990,2022,33,1990,2022,33,1990,2003,14,1990,2003,14,2003,2022,20,2003,2022,20
"OW238","Inactive",NA,NA,NA,NA,406470.2341,1187602.541,608,"6b","Crystalline bedrock","Not Likely",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OW249","Inactive",NA,NA,NA,NA,405638.554,1187114.4924,608,"6b","Crystalline bedrock","Not Likely",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OW251","Inactive",NA,NA,NA,NA,405602.1298,1186965.8135,608,"6b","Crystalline bedrock","Not Likely",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OW248","Inactive",NA,NA,NA,NA,405583.0613,1187084.7102,608,"6b","Crystalline bedrock","Not Likely",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OW231","Inactive",NA,NA,NA,NA,482554.437,1117205.599,217,"4b","Confined sand and gravel","Not Likely",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OW199","Active",NA,NA,NA,NA,1004521.2232,1128847.0926,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OW027","Inactive",NA,NA,NA,NA,563711.7502,1475336.5217,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OW263","Inactive",NA,NA,NA,NA,470906.4665,1527757.6032,478,"3","Unconfined sand and gravel","Likely",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OW215","Inactive",NA,NA,NA,NA,425640.1903,1197367.5011,711,"5a","Sedimentary","Not Likely",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OW214","Inactive",NA,NA,NA,NA,425658.8971,1197098.8466,711,"5a","Sedimentary","Not Likely",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OW250","Inactive",NA,NA,NA,NA,405591.5916,1186919.6441,608,"6b","Crystalline bedrock","Not Likely",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OW247","Inactive",NA,NA,NA,NA,405524.6638,1187066.8528,608,"6b","Crystalline bedrock","Not Likely",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OW216","Inactive",NA,NA,NA,NA,408948.9802,1188667.5832,608,"6b","Crystalline bedrock","Not Likely",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OW320","Active","West Coast Region","Cowichan Valley Regional District","Cobble Hill","Cobble Hill (Braithwaite Estates)",412246.575,1178262.6078,197,"4b","Confined sand and gravel","Not Likely",TRUE,1992,2022,31,1993,2022,30,1992,2010,19,1993,2010,18,2010,2022,13,2010,2022,13
"OW346","Inactive",NA,NA,NA,NA,655600.6278,1328691.4932,134,"1c","Unconfined sand and gravel","Likely",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OW323","Inactive",NA,NA,NA,NA,502262.5778,1100614.4264,435,"5a","Sedimentary","Not Likely",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OW344","Active","South Natural Resource Area","Thompson-Nicola","Cache Creek","Cache Creek (Jackson Park Valleyview Drive)",655612.7621,1328719.7637,133,"4b","Confined sand and gravel","Not Likely",TRUE,2000,2022,23,2000,2022,23,2000,2003,4,2000,2004,5,2004,2022,19,2004,2022,19
"OW298","Inactive",NA,NA,NA,NA,418280.694,1172387.9518,186,"1b","Unconfined sand and gravel","Likely",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OW271","Inactive",NA,NA,NA,NA,380447.0501,1186914.4264,682,"4a","Unconfined sand and gravel","Likely",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OW408","Active","South Coast Region","Sunshine Coast","Savary Island","Savary Island (Brians Way)",547943.7909,1087234.218,834,"4b","Confined sand and gravel","Not Likely",TRUE,2011,2022,12,2011,2022,12,NA,NA,NA,NA,NA,NA,2011,2022,12,2011,2022,12
"OW262","Active","South Natural Resource Area","Central Okanagan","Kelowna","Kelowna (Mcculloch Rd. & Klo Rd.)",560187.5667,1472408.1358,464,"4b","Confined sand and gravel","Not Likely",TRUE,1980,2022,43,1980,2022,43,1980,2004,25,1980,2004,25,2004,2022,19,2004,2022,19
"OW303","Active","West Coast Region","Regional District of Nanaimo","Qualicum Beach","Qualicum Beach (Yambury Rd.)",481878.2894,1117269.2296,217,"4b","Confined sand and gravel","Not Likely",TRUE,1988,2022,35,1988,2022,35,1988,2003,16,1988,2003,16,2003,2022,20,2003,2022,20
"OW236","Active","South Natural Resource Area","Central Okanagan","Rutland","Rutland (Timrick Court)",562438.7562,1473790.2866,464,"4b","Confined sand and gravel","Not Likely",TRUE,1979,2022,44,1979,2022,44,1979,2003,25,1979,2004,26,2003,2022,20,2004,2022,19
"OW235","Inactive",NA,NA,NA,NA,482071.679,1117239.1442,217,"4b","Confined sand and gravel","Not Likely",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OW243","Inactive",NA,NA,NA,NA,406204.8953,1187606.162,608,"6b","Crystalline bedrock","Not Likely",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OW255","Active","South Coast Region","Lower Mainland / Fraser Valley","Chilliwack","Chilliwack (Yarrow Ratzlaff Rd)",458891.2075,1288233.0303,1216,"6b","Crystalline bedrock","Not Likely",TRUE,1979,2022,44,1980,2022,43,1979,2003,25,1980,2003,24,2003,2022,20,2003,2022,20
"OW261","Active","South Natural Resource Area","Cariboo","Williams Lake","Williams Lake (Dog Creek Road)",794532.0373,1265289.1635,148,"6a","Crystalline bedrock","Not Likely",TRUE,1980,2022,43,1980,2022,43,1980,2003,24,1980,2003,24,2003,2022,20,2003,2022,20
"OW380","Active",NA,NA,NA,NA,406307.1287,1179419.8993,203,"6b","Crystalline bedrock","Not Likely",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OW258","Active","West Coast Region","Capital Regional District","Galiano Island","Galiano Island (Shopland Rd.)",432334.8323,1196391.648,320,"5a","Sedimentary","Not Likely",TRUE,1980,2022,43,1980,2022,43,1980,2003,24,1980,2003,24,2003,2022,20,2003,2022,20
"OW275","Active","South Coast Region","Lower Mainland / Fraser Valley","Surrey","Surrey (36th Ave Near 194th St.)",455815.2538,1242480.9565,41,"4a","Unconfined sand and gravel","Likely",TRUE,1981,2022,42,1982,2022,41,1981,2003,23,1982,2003,22,2003,2022,20,2003,2022,20
"OW260","Active","South Natural Resource Area","Cariboo","Quesnel Red Bluff","Quesnel Red Bluff (le Drive & Borregard Road)",890015.4697,1236684.5062,115,"4b","Confined sand and gravel","Not Likely",TRUE,1980,2021,42,1980,2021,42,1980,2004,25,1980,2004,25,2004,2021,18,2004,2021,18
"OW259","Active","South Coast Region","Lower Mainland / Fraser Valley","Maple Ridge","Maple Ridge (Whonnock 272 St And 110 Ave)",471339.6128,1257515.6227,26,"4b","Confined sand and gravel","Not Likely",TRUE,1980,2021,42,1980,2022,43,1980,2003,24,1980,2003,24,2003,2021,19,2003,2022,20
"OW279","Inactive",NA,NA,NA,NA,694046.9611,1547298.3324,803,"3","Unconfined sand and gravel","Likely",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OW277","Inactive",NA,NA,NA,NA,694187.7318,1546890.357,803,"3","Unconfined sand and gravel","Likely",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OW278","Inactive",NA,NA,NA,NA,694389.5897,1547174.9503,803,"3","Unconfined sand and gravel","Likely",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OW290","Active","West Coast Region","Capital Regional District","Saturna Island","Saturna Island (East Point Rd. At Gaines Rd.)",424886.478,1207527.2782,737,"5a","Sedimentary","Not Likely",TRUE,1985,2022,38,1985,2022,38,1985,2005,21,1985,2005,21,2005,2022,18,2005,2022,18
"OW047","Active","South Natural Resource Area","North Okanagan","Silver Star Mountian","Silver Star Mountian (Sovereign Lake Road)",618483.4162,1490987.4886,351,"6b","Crystalline bedrock","Not Likely",TRUE,1965,2021,57,1966,2021,56,1965,2007,43,1966,2007,42,2007,2021,15,2007,2021,15
"OW272","Active","South Coast Region","Lower Mainland / Fraser Valley","Abbotsford","Abbotsford (34288 Farmer Rd)",450769.0346,1272704.5206,15,"4a","Unconfined sand and gravel","Likely",TRUE,1981,2022,42,1982,2022,41,1981,2003,23,1982,2003,22,2003,2022,20,2003,2022,20
"OW273","Inactive",NA,NA,NA,NA,450857.1115,1272349.2584,15,"4a","Unconfined sand and gravel","Likely",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OW274","Inactive",NA,NA,NA,NA,451607.5029,1272511.4821,15,"4a","Unconfined sand and gravel","Likely",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OW269","Inactive",NA,NA,NA,NA,410006.9051,1187817.2998,608,"6b","Crystalline bedrock","Not Likely",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OW308","Inactive",NA,NA,NA,NA,738406.7269,1627693.9586,456,"1b","Unconfined sand and gravel","Likely",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OW321","Active","West Coast Region","Regional District of Nanaimo","Qualicum","Qualicum (Leeward Way)",482604.3821,1117592.1608,217,"4b","Confined sand and gravel","Not Likely",TRUE,1992,2021,30,1993,2022,30,1992,2002,11,1993,2003,11,2003,2021,19,2003,2022,20
"OW270","Inactive",NA,NA,NA,NA,558295.0722,1458743.3421,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OW379","Inactive",NA,NA,NA,NA,528684.1061,1450078.846,299,"4b","Confined sand and gravel","Not Likely",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OW399","Active","South Natural Resource Area","Thompson-Nicola","Knutsford","Knutsford (Near Separation Lake)",635481.1994,1402613.9828,276,"6b","Crystalline bedrock","Not Likely",TRUE,2010,2022,13,2010,2022,13,NA,NA,NA,NA,NA,NA,2010,2022,13,2010,2022,13
"OW282","Active","South Natural Resource Area","Similkameen","Willowbrook/Meyers Flats","Willowbrook/Meyers Flats (Meyers Rd.)",492981.429,1466225.3909,257,"4b","Confined sand and gravel","Not Likely",TRUE,1983,2022,38,1983,2022,38,1983,2004,20,1983,2004,20,2004,2022,19,2004,2022,19
"OW284","Active","West Coast Region","Capital Regional District","Pender Island","Pender Island (Pirates Road)",418656.0353,1202008.732,720,"5a","Sedimentary","Not Likely",TRUE,1983,2022,40,1983,2022,40,1983,2003,21,1983,2003,21,2003,2022,20,2003,2022,20
"OW283","Active","West Coast Region","Capital Regional District","Pender Island","Pender Island (Paisley Road)",425839.2688,1197489.5019,711,"5a","Sedimentary","Not Likely",TRUE,1983,2022,40,1983,2022,40,1983,2003,21,1983,2003,21,2003,2022,20,2003,2022,20
"OW376","Active","South Natural Resource Area","Cariboo","Junction Sheep Range Park","Junction Sheep Range Park",760242.3235,1244337.0525,NA,NA,NA,NA,TRUE,2006,2021,16,2007,2021,15,NA,NA,NA,NA,NA,NA,2006,2021,16,2007,2021,15
"OW048","Inactive",NA,NA,NA,NA,618114.2616,1492433.0221,351,"6b","Crystalline bedrock","Not Likely",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OW291","Active","South Natural Resource Area","East Kootenay","Cranbrook","Cranbrook (Gold Creek Rd. & 42nd Ave.)",549242.0606,1743002.8913,523,"5a","Sedimentary","Not Likely",TRUE,1985,2022,37,1985,2022,37,1985,2003,19,1985,2003,19,2003,2022,19,2004,2022,18
"OW292","Active","South Coast Region","Sunshine Coast","Powell River","Powell River (2214 Victory Rd.)",530127.8296,1115191.1072,836,"4b","Confined sand and gravel","Not Likely",TRUE,1985,2022,38,1985,2022,38,1985,2004,20,1985,2004,20,2004,2022,19,2004,2022,19
"OW305","Inactive",NA,NA,NA,NA,554518.1722,1467654.8987,464,"4b","Confined sand and gravel","Not Likely",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OW286","Active","North Natural Resource Area","Northeast","Tumbler Ridge","Tumbler Ridge",1135612.2976,1316744.1267,635,"2","Unconfined sand and gravel","Likely",TRUE,1983,2021,36,1984,2021,35,1983,2003,18,1984,2003,17,2003,2021,19,2004,2021,18
"OW289","Active","South Natural Resource Area","Cariboo","Williams Lake","Williams Lake (Pine Valley Subdividsion)",803520.7888,1267249.0996,139,"4b","Confined sand and gravel","Not Likely",TRUE,1984,2022,39,1984,2022,39,1984,2003,20,1984,2004,21,2004,2022,19,2004,2022,19
"OW287","Active","West Coast Region","Regional District of Nanaimo","Coombs","Coombs (Burgoyne Road)",477430.3836,1115354.3415,220,"5a","Sedimentary","Not Likely",TRUE,1984,2022,39,1984,2022,39,1984,2002,19,1984,2003,20,2003,2022,20,2003,2022,20
"OW288","Active","West Coast Region","Comox Valley Regional District","Hornby Island","Hornby Island (Central Rd. At Sandpiper Rd.)",499790.2042,1097922.8441,438,"5a","Sedimentary","Not Likely",TRUE,1984,2022,39,1984,2022,39,1984,2003,20,1984,2003,20,2003,2022,20,2003,2022,20
"OW304","Active","West Coast Region","Regional District of Nanaimo","Parksville","Parksville (Despard Rd. At Springwood Park)",478554.6492,1121480.2874,216,"4b","Confined sand and gravel","Not Likely",TRUE,1988,2022,35,1989,2022,34,1988,2003,16,1989,2003,15,2003,2022,20,2003,2022,20
"OW302","Active","South Natural Resource Area","Columbia-Shuswap","Malakwa","Malakwa (Loftus Road)",683634.2714,1505169.4096,307,"1b","Unconfined sand and gravel","Likely",TRUE,1988,2022,35,1988,2022,35,1988,2003,16,1988,2004,17,2004,2022,19,2004,2022,19
"OW300","Inactive",NA,NA,NA,NA,409799.7538,1188018.2502,608,"6b","Crystalline bedrock","Not Likely",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OW324","Inactive",NA,NA,NA,NA,503339.5302,1094960.0467,436,"5a","Sedimentary","Not Likely",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OW293","Active","North Natural Resource Area","Omineca","Ferguson Lake","Ferguson Lake (N. Kelly Rd.)",1009691.0562,1208630.8446,332,"4b","Confined sand and gravel","Not Likely",TRUE,1986,2021,35,1986,2022,36,1986,2003,18,1986,2003,18,2003,2021,18,2004,2022,18
"OW307","Inactive",NA,NA,NA,NA,472599.5842,1550848.4604,158,"1b","Unconfined sand and gravel","Likely",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OW294","Active","South Natural Resource Area","North Okanagan","Lumby","Lumby (Whitevale Rd. & Horner Rd.)",602882.5892,1498351.1699,316,"1c","Unconfined sand and gravel","Likely",TRUE,1986,2022,37,1987,2022,36,1986,2003,18,1987,2003,17,2003,2022,20,2004,2022,19
"OW296","Active","South Natural Resource Area","Thompson-Nicola","Merritt","Merritt (Garcia Road At Library)",579502.5046,1372397.015,74,"1c","Unconfined sand and gravel","Likely",TRUE,1989,2022,34,1989,2022,34,1989,2003,15,1989,2003,15,2003,2022,20,2004,2022,19
"OW297","Inactive",NA,NA,NA,NA,418140.8037,1173027.0737,188,"4b","Confined sand and gravel","Not Likely",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OW343","Active","West Coast Region","Capital Regional District","Central Saanich","Central Saanich (Mt Newton X Road)",401514.8744,1188699.9379,608,"6b","Crystalline bedrock","Not Likely",TRUE,1998,2021,24,1998,2022,25,1998,2003,6,1998,2004,7,2004,2021,18,2004,2022,19
"OW314","Active","West Coast Region","Regional District of Nanaimo","Parksville","Parksville (Springhill Rd.)",478640.3666,1120178.1793,216,"4b","Confined sand and gravel","Not Likely",TRUE,1992,2022,31,1992,2022,31,1992,2003,12,1992,2003,12,2003,2022,20,2003,2022,20
"OW322","Inactive",NA,NA,NA,NA,612423.0232,1484186.4766,349,"4b","Confined sand and gravel","Not Likely",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OW325","Inactive",NA,NA,NA,NA,654906.7628,1708436.1405,453,"4b","Confined sand and gravel","Not Likely",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OW312","Active","West Coast Region","Regional District of Nanaimo","Cassidy","Cassidy (Haslam Creek On T-Bridge Rd.)",452279.1565,1155486.1851,161,"1b","Unconfined sand and gravel","Likely",TRUE,1991,2021,31,1992,2021,30,1991,2003,13,1992,2003,12,2003,2021,19,2003,2021,19
"OW311","Active","South Natural Resource Area","North Okanagan","Vernon Bx Creek","Vernon (Keddleston Rd.) Bx Creek",612632.0359,1483209.8239,351,"6b","Crystalline bedrock","Not Likely",TRUE,1991,2021,26,1992,2021,24,1991,2001,11,1992,2001,10,2006,2021,15,2007,2021,14
"OW318","Active",NA,NA,NA,NA,420319.8181,1170359.5733,186,"1b","Unconfined sand and gravel","Likely",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OW306","Active","South Natural Resource Area","Kootenay Boundary","Beaverdell","Beaverdell (Hwy 33 & 42nd Ave.)",515809.5423,1500971.0458,482,"1c","Unconfined sand and gravel","Likely",TRUE,1989,2022,34,1989,2022,34,1989,2003,15,1989,2004,16,2004,2022,19,2004,2022,19
"OW319","Active","West Coast Region","Capital Regional District","Saturna Island","Saturna Island (Tumbo Channel Rd.)",422955.0546,1216286.5379,735,"5a","Sedimentary","Not Likely",TRUE,1992,2022,30,1993,2022,29,1992,2005,14,1993,2005,13,2005,2022,17,2005,2022,17
"OW313","Inactive",NA,NA,NA,NA,478727.8122,1120353.0324,216,"4b","Confined sand and gravel","Not Likely",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OW301","Active","South Coast Region","Lower Mainland / Fraser Valley","Abbotsford","Abbotsford (King Rd W Of Bradner Rd)",452679.0485,1260928.7504,15,"4a","Unconfined sand and gravel","Likely",TRUE,1988,2022,35,1988,2022,35,1988,2003,16,1988,2003,16,2003,2022,20,2003,2022,20
"OW309","Active","South Natural Resource Area","Columbia-Shuswap","Golden","Golden (Highway 95 & Almberg Rd.)",734520.3852,1631370.4936,450,"4b","Confined sand and gravel","Not Likely",TRUE,1989,2022,34,1990,2022,33,1989,2003,15,1990,2003,14,2003,2022,20,2003,2022,20
"OW333","Inactive",NA,NA,NA,NA,401177.6515,1186638.6468,608,"6b","Crystalline bedrock","Not Likely",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OW341","Inactive",NA,NA,NA,NA,376077.4089,1180049.6691,606,"6b","Crystalline bedrock","Not Likely",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OW330","Inactive",NA,NA,NA,NA,452849.9681,1155239.8915,161,"1b","Unconfined sand and gravel","Likely",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OW329","Active","West Coast Region","Alberni-Clayoquot Regional District","Ucluelet","Ucluelet (Hwys Yard)",442159.5456,1029724.8016,159,"4a","Unconfined sand and gravel","Likely",TRUE,1995,2022,28,1995,2022,28,1995,2003,9,1995,2003,9,2003,2022,20,2003,2022,20
"OW281","Active","West Coast Region","Capital Regional District","Saltspring Island","Saltspring Island (Long Harbour Rd.)",429531.0947,1186860.2433,721,"5a","Sedimentary","Not Likely",TRUE,1983,2022,38,1983,2022,38,1983,2003,19,1983,2003,19,2003,2022,20,2003,2022,20
"OW264","Active","South Natural Resource Area","Similkameen","Mt. Kobau","Mt. Kobau",476452.1927,1461365.945,1113,"6b","Crystalline bedrock","Not Likely",TRUE,1980,2021,29,1981,2021,28,1980,2000,21,1981,2000,20,2013,2021,8,2013,2021,8
